,index,Job Title,Salary Estimate,,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,size1,size2,state
1045,1190,JPSC-5704 - Data Analyst,$69K,$144K ,4.5,"Avani Technology Solutions
4.5","Chicago, IL","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,501,1000, IL
1046,1191,C++ Quantitative Researcher - R,$47K,$82K ,-1,Next Step Systems,"Chicago, IL","Naperville, IL",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,1,50, IL
1047,1192,Senior Data Analyst,$47K,$82K ,2.9,"HIMSS
2.9","Chicago, IL","Chicago, IL",201 to 500 employees,1961,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,201,500, IL
1048,1193,Data Engineer,$47K,$82K ,3.5,"PDI
3.5","Chicago, IL","KIRKLAND, Canada",51 to 200 employees,2007,Unknown,-1,-1,Less than $1 million (USD),-1,-1,51,200, IL
1049,1194,Sr. Data Scientist/AI Scientist,$47K,$82K ,2.7,"STATS PERFORM
2.7","Chicago, IL","Chicago, IL",1001 to 5000 employees,2019,Company - Private,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,-1,1001,5000, IL
1050,1195,Data Engineer,$47K,$82K ,-1,Insight UK,"Chicago, IL","Warwick, United Kingdom",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50, IL
1051,1196,Senior Data Analyst,$47K,$82K ,3.5,"Chicago Public Schools
3.5","Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,10000+ employees,, IL
1052,1197,Lead Data Analyst,$47K,$82K ,2.2,"IlliniCare Health Plan
2.2","Chicago, IL","Saint Louis, MO",1001 to 5000 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,1001,5000, IL
1053,1198,Power BI Data Engineer,$47K,$82K ,-1,"Baker Tilly Virchow Krause, LLP","Chicago, IL",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, IL
1054,1199,Valuation & Business Analytics Manager,$47K,$82K ,3.7,"BDO USA
3.7","Chicago, IL","Chicago, IL",5001 to 10000 employees,1910,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD),-1,-1,5001,10000, IL
1055,1200,Quantitative Research Scientist,$90K,$175K ,3.7,"Quantlab
3.7","Houston, TX","Houston, TX",51 to 200 employees,1998,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1,51,200, TX
1056,1201,Data Scientist- Machine Learning Software Engineer,$90K,$175K ,3.5,"Halliburton
3.5","Houston, TX","Houston, TX",10000+ employees,1919,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"Weatherford, Schlumberger",-1,10000+ employees,, TX
1057,1202,Associate Data Scientist,$90K,$175K ,3.3,"Sysco
3.3","Houston, TX","Houston, TX",10000+ employees,1969,Company - Public,Wholesale,Business Services,$10+ billion (USD),Performance Food Group,-1,10000+ employees,, TX
1058,1203,Data Scientist,$90K,$175K ,4.9,"Competentia Holding
4.9","Houston, TX","Stavanger, Norway",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,501,1000, TX
1059,1204,Future Opportunity-Azure Data Engineer,$90K,$175K ,3.9,"AVANADE
3.9","Houston, TX","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",-1,10000+ employees,, TX
1060,1205,Data Scientist,$90K,$175K ,2.2,"Aramco Services Company
2.2","Houston, TX","Houston, TX",201 to 500 employees,1988,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),-1,TRUE,201,500, TX
1061,1206,Data Scientist - Nationwide Opportunities,$90K,$175K ,3.9,"Amazon
3.9","Houston, TX","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,, TX
1062,1207,Data Scientist,$90K,$175K ,-1,CGG Veritas,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1063,1208,Federal - Data Scientist,$90K,$175K ,4.2,"Solekai Systems Corp
4.2","Houston, TX","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,-1,1,50, TX
1064,1209,Data Scientist,$90K,$175K ,3.4,"National Oilwell Varco
3.4","Houston, TX","Houston, TX",10000+ employees,1841,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10+ billion (USD),"Schlumberger, Halliburton, Cameron",-1,10000+ employees,, TX
1065,1210,Data Scientist,$90K,$175K ,3.4,"Sercel
3.4","Houston, TX","CARQUEFOU, France",501 to 1000 employees,1956,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),-1,-1,501,1000, TX
1066,1211,Data Scientist,$90K,$175K ,3.7,"CGG
3.7","Houston, TX","Paris, France",5001 to 10000 employees,1931,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),"WesternGeco, Petroleum Geo-Services, TGS",-1,5001,10000, TX
1067,1212,Data Scientist,$90K,$175K ,-1,HCC Life Insurance,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1068,1213,Data Scientist - Relocate to Washington D.C.,$90K,$175K ,3.8,"CIA
3.8","Houston, TX","Langley, VA",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,Unknown,, TX
1069,1214,Data Scientist,$90K,$175K ,3.3,"Sysco
3.3","Houston, TX","Houston, TX",10000+ employees,1969,Company - Public,Wholesale,Business Services,$10+ billion (USD),Performance Food Group,-1,10000+ employees,, TX
1070,1215,Data Engineer,$90K,$175K ,3.2,"Alphascript Pharmacy
3.2","Houston, TX","San Carlos, CA",1 to 50 employees,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Diplomat, Nimble Pharmacy, CVS Health",TRUE,1,50, TX
1071,1216,Data Analyst,$90K,$175K ,4.1,"N.F. Smith & Associates
4.1","Houston, TX","Houston, TX",201 to 500 employees,1984,Company - Private,Wholesale,Business Services,$1 to $2 billion (USD),"Converge, Future Electronics, Advanced MP Technology",-1,201,500, TX
1072,1217,Data Scientist,$90K,$175K ,3.4,"Tokio Marine HCC
3.4","Houston, TX","Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Zurich Insurance, AXA XL, Allianz",-1,1001,5000, TX
1073,1218,Senior Data Scientist,$90K,$175K ,4.9,"Competentia Holding
4.9","Houston, TX","Stavanger, Norway",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,501,1000, TX
1074,1219,Data Scientist,$90K,$175K ,3.7,"Infotree Service Inc
3.7","Houston, TX","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,51,200, TX
1075,1220,Research Scientist,$90K,$175K ,4,"Dascena
4.0","Houston, TX","Hayward, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,1,50, TX
1076,1221,Data Scientist,$90K,$175K ,2.9,"RiceTec
2.9","Alvin, TX","Houston, TX",201 to 500 employees,1985,Company - Private,Food & Beverage Manufacturing,Manufacturing,$50 to $100 million (USD),"Pioneer, Syngenta",-1,201,500, TX
1077,1222,Quantitative Analyst,$90K,$175K ,3.2,"Numeric, LLC
3.2","Houston, TX","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,TRUE,1,50, TX
1078,1223,Data Scientist,$90K,$175K ,-1,GradTests (gradtests.com),"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1079,1224,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$90K,$175K ,3.5,"Internal Revenue Service
3.5","Houston, TX","Washington, DC",10000+ employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,10000+ employees,, TX
1080,1225,Quantum Data Scientist (Industrial-Process sector),$90K,$175K ,3.7,"IBM
3.7","Houston, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, TX
1081,1226,Research Scientist - Data Science (Earth & Atmospheric Sciences),$90K,$175K ,4.4,"University of Houston
4.4","Houston, TX","Houston, TX",10000+ employees,-1,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1,-1,10000+ employees,, TX
1082,1227,Pipeline Integrity - Data Scientist,$90K,$175K ,3.4,"Kinder Morgan
3.4","Houston, TX","Houston, TX",10000+ employees,1997,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,-1,10000+ employees,, TX
1083,1228,Data Visualization and Analytics Consultant,$90K,$175K ,4.1,"Slalom LLC.
4.1","Houston, TX","Seattle, WA",5001 to 10000 employees,2001,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),"Accenture, Deloitte, Avanade",-1,5001,10000, TX
1084,1229,Data Engineer,$90K,$175K ,3.3,"Trace3
3.3","Houston, TX","Irvine, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",TRUE,501,1000, TX
1085,1230,Staff Scientist,$39K,$87K ,3.6,"Baylor College of Medicine
3.6","Houston, TX","Houston, TX",5001 to 10000 employees,1900,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,5001,10000, TX
1086,1231,Full Stack Data Scientist Intern - Fall 2020 / Spring,$39K,$87K ,3.1,"KPISOFT
3.1","Houston, TX","San Francisco, CA",51 to 200 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,-1,51,200, TX
1087,1232,Data Engineer,$39K,$87K ,4.1,"Slalom
4.1","Houston, TX","Seattle, WA",5001 to 10000 employees,2001,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),"Accenture, Deloitte, Avanade",-1,5001,10000, TX
1088,1233,Data Scientist,$39K,$87K ,3.9,"Techwave Consulting Inc.
3.9","Houston, TX","Houston, TX",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"NTT DATA, itelligence, Infosys",-1,1001,5000, TX
1089,1234,Senior Data Scientist,$39K,$87K ,3.8,"Sense Corp
3.8","Houston, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,201,500, TX
1090,1235,Physical Scientist,$39K,$87K ,3.6,"US Department of Energy
3.6","Houston, TX","Washington, DC",10000+ employees,1977,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,-1,10000+ employees,, TX
1091,1236,Data Analyst,$39K,$87K ,3,"Smith and Associates
3.0","Houston, TX","Clinton, MD",1 to 50 employees,-1,Self-employed,Legal,Accounting & Legal,$1 to $5 million (USD),-1,-1,1,50, TX
1092,1237,Data Analyst,$39K,$87K ,3.9,"cPanel
3.9","Houston, TX","Houston, TX",201 to 500 employees,1997,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,201,500, TX
1093,1238,Data Scientist (Research & Development),$39K,$87K ,3.2,"OraSure Technologies, Inc.
3.2","Houston, TX","Bethlehem, PA",201 to 500 employees,2000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,-1,201,500, TX
1094,1239,Pipeline Integrity – Data Scientist,$39K,$87K ,3.4,"Kinder Morgan
3.4","Houston, TX","Houston, TX",10000+ employees,1997,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,-1,10000+ employees,, TX
1095,1240,Full Stack Data Scientist Intern - Fall,$39K,$87K ,3.1,"KPISOFT
3.1","Houston, TX","San Francisco, CA",51 to 200 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1,-1,51,200, TX
1096,1241,Principal Data Scientist,$39K,$87K ,3.6,"Invesco
3.6","Houston, TX","Atlanta, GA",5001 to 10000 employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),"Vanguard, BlackRock, Fidelity Investments",-1,5001,10000, TX
1097,1242,Data Analyst,$39K,$87K ,3.5,"Andiamo
3.5","Houston, TX","Warren, MI",201 to 500 employees,-1,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $5 million (USD),-1,-1,201,500, TX
1098,1243,Data Analyst - 20,$39K,$87K ,4.8,"Genesys Talent
4.8","Houston, TX","Houston, TX",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,1,50, TX
1099,1244,Data Scientist,$39K,$87K ,5,"Pro Lancer
5.0","Houston, TX","Kings Langley, United Kingdom",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,1,50, TX
1100,1245,Data Analyst,$39K,$87K ,4.3,"Pareto Systems
4.3","Stafford, TX","Stafford, TX",1 to 50 employees,2012,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,1,50, TX
1101,1246,Data Analyst I,$39K,$87K ,2.8,"Virtus Partners
2.8","Houston, TX","Houston, TX",201 to 500 employees,2005,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,-1,201,500, TX
1102,1247,Data Analyst,$39K,$87K ,3.1,"Horne LLP
3.1","Houston, TX","Ridgeland, MS",501 to 1000 employees,1962,Company - Private,Accounting,Accounting & Legal,$50 to $100 million (USD),"Carr Riggs & Ingram, Cherry Bekaert, LBMC",-1,501,1000, TX
1103,1248,Machine Learning Engineer,$39K,$87K ,-1,Microagility,"Houston, TX","Princeton, NJ",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1,1,50, TX
1104,1249,Research Scientist,$39K,$87K ,-1,Cyentech,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1105,1250,Data Analyst,$39K,$87K ,-1,H-GAC,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1106,1251,Data Engineer,$39K,$87K ,2.5,"TelligenTech, Inc
2.5","Houston, TX","Columbus, OH",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,51,200, TX
1107,1252,Principal Data Scientist- Public Sector,$39K,$87K ,3.7,"IBM
3.7","Houston, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, TX
1108,1253,Sr. Data Scientist,$39K,$87K ,3.7,"LyondellBasell
3.7","Houston, TX","Houston, TX",10000+ employees,2007,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD),-1,-1,10000+ employees,, TX
1109,1254,Data Engineer,$39K,$87K ,3.8,"Sense Corp
3.8","Houston, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,201,500, TX
1110,1255,Data Analyst,$39K,$87K ,2.5,"Houston-Galveston Area Council
2.5","Houston, TX","Houston, TX",51 to 200 employees,1966,Government,Municipal Governments,Government,$100 to $500 million (USD),-1,-1,51,200, TX
1111,1256,Principal Data Scientist,$39K,$87K ,3.6,"Crown Castle
3.6","Houston, TX","Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),"American Tower, SBA Communications, TowerCo LLC",-1,1001,5000, TX
1112,1257,Environmental Data Analyst - Disaster Recovery,$39K,$87K ,3.5,"ICF
3.5","Houston, TX","Fairfax, VA",5001 to 10000 employees,1999,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),"Booz Allen Hamilton, Abt Associates, Oliver Wyman",-1,5001,10000, TX
1113,1258,Quantum Principal Data Scientist (Industrial-Process sector),$39K,$87K ,3.7,"IBM
3.7","Houston, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, TX
1114,1259,Compensation & HR Data Analyst,$39K,$87K ,3.9,"Avetta, LLC
3.9","Houston, TX","Orem, UT",201 to 500 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,TRUE,201,500, TX
1115,1260,DATA SCIENCE CONSULTANT,$36K,$71K ,3.4,"Management Solutions
3.4","Houston, TX","Madrid, Spain",1001 to 5000 employees,2002,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1,-1,1001,5000, TX
1116,1261,Data Analyst,$36K,$71K ,-1,Houston Exponential,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1117,1262,Data Engineer,$36K,$71K ,-1,April Health,"Houston, TX","San Carlos, CA",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,1,50, TX
1118,1263,Data Engineer,$36K,$71K ,4.9,"Competentia Holding
4.9","Houston, TX","Stavanger, Norway",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,501,1000, TX
1119,1264,Data Analyst,$36K,$71K ,4,"McLane Global
4.0","Houston, TX","Houston, TX",51 to 200 employees,1955,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),"Transnational Foods, One Source Distributors",-1,51,200, TX
1120,1265,Data Analyst II,$36K,$71K ,4.9,"Competentia Holding
4.9","Houston, TX","Stavanger, Norway",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,501,1000, TX
1121,1266,Senior Data Scientist - Nationwide Opportunities,$36K,$71K ,3.9,"Amazon
3.9","Houston, TX","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,10000+ employees,, TX
1122,1267,Quantum Principal Data Scientist (Industrial-Discrete sector),$36K,$71K ,3.7,"IBM
3.7","Houston, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, TX
1123,1268,Data Modeler/Data Analyst,$36K,$71K ,4.2,"Simplex info systems Inc,
4.2","Houston, TX","Nashua, NH",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,1,50, TX
1124,1269,Data Engineer,$36K,$71K ,-1,Walker Elliott,"Houston, TX","Houston, TX",1 to 50 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,1,50, TX
1125,1270,Data Modeler,$36K,$71K ,3.8,"Excite Health Partners
3.8","Houston, TX","Towson, MD",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,51,200, TX
1126,1271,Microsoft Analytics Consultant,$36K,$71K ,3.7,"IBM
3.7","Houston, TX","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",-1,10000+ employees,, TX
1127,1272,"Data Analyst (LiDar, Ortho/Imagery)",$36K,$71K ,2.4,"GeoDigital
2.4","Houston, TX","Atlanta, GA",51 to 200 employees,2005,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,51,200, TX
1128,1273,Data Engineer,$36K,$71K ,4,"Irvine Technology Corporation
4.0","Houston, TX","Irvine, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,201,500, TX
1129,1274,Data Analyst(only W2),$36K,$71K ,-1,Clearwing Consulting,"Houston, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,, TX
1130,1275,"Senior Scientist, BioAssay Services",$36K,$71K ,3.3,"Lonza
3.3","Houston, TX","Basel, Switzerland",10000+ employees,1897,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 billion (USD),"Perrigo, Covance, DSM",-1,10000+ employees,, TX
